Nom gare;Code Gare;Type jour;Date de comptage;Ligne;Tranche horaire;Montants
Villiers le Bel Gonesse Arnouville;87276220;Samedi;2015-11-07;D;Après 20h;987
Chantilly-Gouvieux;87276113;Samedi;2015-11-07;D;De 10h à 16h;93
Garges Sarcelles;87276196;Samedi;2015-11-07;D;De 10h à 16h;7490
Garges Sarcelles;87276196;Dimanche;2015-11-08;D;Après 20h;1184
Garges Sarcelles;87276196;JOB;2015-11-03;D;Après 20h;1107
Les Noues;87276238;Dimanche;2015-11-08;D;De 10h à 16h;593
Les Noues;87276238;JOB;2015-11-03;D;De 10h à 16h;620
Les Noues;87276238;Dimanche;2015-11-08;D;Après 20h;68
La Norville Saint-Germain lès Arpajon;87545459;Dimanche;2012-06-24;C;De 16h à 20h;136
La Norville Saint-Germain lès Arpajon;87545459;Dimanche;2012-06-24;C;Après 20h;17
La Norville Saint-Germain lès Arpajon;87545459;JOB;2012-06-26;C;Avant 6h;31
Saint-Martin d'Etampes;87545350;Dimanche;2012-06-24;C;De 6h à 10h;48
Saint-Martin d'Etampes;87545350;JOB;2012-06-26;C;Après 20h;16
Ivry sur Seine;87545301;Dimanche;2012-06-24;C;De 16h à 20h;921
Ivry sur Seine;87545301;Dimanche;2012-06-24;C;De 6h à 10h;553
Saint-Martin d'Etampes;87545350;JOB;2012-06-26;C;Avant 6h;113
Vitry sur Seine;87545293;Samedi;2012-06-23;C;Après 20h;610
Ivry sur Seine;87545301;JOB;2012-06-26;C;De 6h à 10h;2367
Villeneuve le Roi;87545277;Samedi;2012-06-23;C;Après 20h;192
Villeneuve le Roi;87545277;Dimanche;2012-06-24;C;Avant 6h;13
Choisy le Roi;87545285;Dimanche;2012-06-24;C;De 6h à 10h;1266
Villeneuve le Roi;87545277;JOB;2012-06-26;C;Après 20h;97
Athis Mons;87545251;Samedi;2012-06-23;C;De 16h à 20h;351
Athis Mons;87545251;Samedi;2012-06-23;C;De 6h à 10h;350
Vitry sur Seine;87545293;JOB;2012-06-26;C;Avant 6h;266
Ablon;87545269;Samedi;2012-06-23;C;De 10h à 16h;572
Ablon;87545269;Samedi;2012-06-23;C;De 16h à 20h;267
Juvisy;87545244;Dimanche;2012-06-24;C;Après 20h;1101
Chantilly-Gouvieux;87276113;Dimanche;2015-11-08;D;De 16h à 20h;32
Chantilly-Gouvieux;87276113;Dimanche;2015-11-08;D;De 6h à 10h;24
Pierrefitte Stains;87271163;JOB;2015-11-03;D;De 16h à 20h;2691
Pierrefitte Stains;87271163;JOB;2015-11-03;D;De 6h à 10h;6712
Chantilly-Gouvieux;87276113;Samedi;2015-11-07;D;Avant 6h;5
Pierrefitte Stains;87271163;JOB;2015-11-03;D;Avant 6h;584
Saint-Denis;87271015;JOB;2015-11-03;D;Avant 6h;462
Creil;87276006;JOB;2015-11-03;D;De 6h à 10h;23
Sainte-Geneviève des Bois;87545210;Dimanche;2012-06-24;C;De 16h à 20h;893
Sainte-Geneviève des Bois;87545210;Dimanche;2012-06-24;C;Après 20h;181
Sainte-Geneviève des Bois;87545210;Dimanche;2012-06-24;C;Avant 6h;28
Marolles en Hurepoix;87545186;Dimanche;2012-06-24;C;De 16h à 20h;130
Marolles en Hurepoix;87545186;Dimanche;2012-06-24;C;De 6h à 10h;40
Saint-Michel sur Orge;87545202;Dimanche;2012-06-24;C;Après 20h;168
Saint-Michel sur Orge;87545202;JOB;2012-06-26;C;De 16h à 20h;823
Marolles en Hurepoix;87545186;Dimanche;2012-06-24;C;Avant 6h;8
Marolles en Hurepoix;87545186;JOB;2012-06-26;C;Avant 6h;44
Brétigny;87545194;Dimanche;2012-06-24;C;Après 20h;335
Sainte-Geneviève des Bois;87545210;Dimanche;2012-06-24;C;De 6h à 10h;280
Le Blanc Mesnil;87271478;Samedi;2014-03-29;B;De 10h à 16h;1476
Le Blanc Mesnil;87271478;Samedi;2014-03-29;B;De 16h à 20h;1349
Parc des Expositions;87271486;Dimanche;2014-03-30;B;De 16h à 20h;618
Villeparisis Mitry le Neuf;87271510;Samedi;2014-03-29;B;De 16h à 20h;912
Mitry Claye;87271528;Dimanche;2014-03-30;B;Avant 6h;17
Mitry Claye;87271528;Dimanche;2014-03-30;B;De 10h à 16h;499
Mitry Claye;87271528;JOB;2014-03-27;B;De 16h à 20h;1896
Mitry Claye;87271528;Samedi;2014-03-29;B;De 10h à 16h;974
Porte de Clichy;87111278;Dimanche;2012-06-24;C;De 16h à 20h;885
Porte de Clichy;87111278;Samedi;2012-06-23;C;Après 20h;700
Epinay sur Seine;87271148;Dimanche;2012-06-24;C;De 10h à 16h;888
Epinay sur Seine;87271148;Dimanche;2012-06-24;C;De 16h à 20h;635
Epinay sur Seine;87271148;Dimanche;2012-06-24;C;De 6h à 10h;480
Epinay sur Seine;87271148;Samedi;2012-06-23;C;De 6h à 10h;830
Gennevilliers;87271205;Dimanche;2012-06-24;C;Avant 6h;3
Gennevilliers;87271205;JOB;2012-06-26;C;De 10h à 16h;919
Gennevilliers;87271205;JOB;2012-06-26;C;De 6h à 10h;786
Gennevilliers;87271205;Samedi;2012-06-23;C;De 16h à 20h;722
Gennevilliers;87271205;Samedi;2012-06-23;C;De 6h à 10h;204
Saint-Ouen;87271247;JOB;2012-06-26;C;De 16h à 20h;4466
Saint-Ouen;87271247;Samedi;2012-06-23;C;Après 20h;388
Les Grésillons;87272146;Dimanche;2012-06-24;C;Après 20h;65
Les Grésillons;87272146;JOB;2012-06-26;C;De 10h à 16h;672
Ermont Eaubonne;87276055;JOB;2012-06-26;C;Après 20h;582
Ermont Eaubonne;87276055;JOB;2012-06-26;C;De 10h à 16h;1630
Ermont Eaubonne;87276055;JOB;2012-06-26;C;De 6h à 10h;4738
Cernay;87276063;Dimanche;2012-06-24;C;Avant 6h;11
Cernay;87276063;Dimanche;2012-06-24;C;De 10h à 16h;266
Cernay;87276063;JOB;2012-06-26;C;Avant 6h;59
Franconville Le Plessis Bouchard;87276071;JOB;2012-06-26;C;Après 20h;140
Montigny Beauchamp;87276089;Dimanche;2012-06-24;C;Avant 6h;38
Montigny Beauchamp;87276089;JOB;2012-06-26;C;Après 20h;156
Montigny Beauchamp;87276089;Samedi;2012-06-23;C;De 16h à 20h;412
Pierrelaye;87276097;Dimanche;2012-06-24;C;Après 20h;18
Pierrelaye;87276097;Dimanche;2012-06-24;C;De 10h à 16h;77
Pierrelaye;87276097;Samedi;2012-06-23;C;Avant 6h;9
Saint-Ouen l'Aumône;87276105;Dimanche;2012-06-24;C;De 6h à 10h;57
Saint-Ouen l'Aumône;87276105;JOB;2012-06-26;C;Après 20h;46
Saint-Ouen l'Aumône;87276105;Samedi;2012-06-23;C;De 10h à 16h;208
Pontoise;87276139;Dimanche;2012-06-24;C;De 10h à 16h;398
Pontoise;87276139;JOB;2012-06-26;C;Avant 6h;74
Pontoise;87276139;JOB;2012-06-26;C;De 10h à 16h;449
Pontoise;87276139;JOB;2012-06-26;C;De 16h à 20h;390
Pontoise;87276139;Samedi;2012-06-23;C;Après 20h;81
Saint-Gratien;87276170;Dimanche;2012-06-24;C;Après 20h;196
Saint-Gratien;87276170;Dimanche;2012-06-24;C;De 10h à 16h;834
Saint-Gratien;87276170;JOB;2012-06-26;C;De 16h à 20h;741
Bibliothèque François Mitterrand;87328328;Dimanche;2012-06-24;C;Après 20h;3424
Bibliothèque François Mitterrand;87328328;Dimanche;2012-06-24;C;Avant 6h;142
Bibliothèque François Mitterrand;87328328;Dimanche;2012-06-24;C;De 6h à 10h;1363
Bibliothèque François Mitterrand;87328328;JOB;2012-06-26;C;Avant 6h;253
Bibliothèque François Mitterrand;87328328;JOB;2012-06-26;C;De 16h à 20h;24510
Bibliothèque François Mitterrand;87328328;JOB;2012-06-26;C;De 6h à 10h;8399
Bibliothèque François Mitterrand;87328328;Samedi;2012-06-23;C;Après 20h;5318
Bibliothèque François Mitterrand;87328328;Samedi;2012-06-23;C;Avant 6h;228
Saint-Ouen l'Aumône Liesse;87337980;Dimanche;2012-06-24;C;De 10h à 16h;112
Saint-Ouen l'Aumône Liesse;87337980;Samedi;2012-06-23;C;De 16h à 20h;76
Péreire Levallois;87381012;Dimanche;2012-06-24;C;Avant 6h;3
Péreire Levallois;87381012;Dimanche;2012-06-24;C;De 16h à 20h;770
Péreire Levallois;87381012;JOB;2012-06-26;C;Après 20h;719
Neuilly Porte Maillot (Palais des Congrès);87381020;Dimanche;2012-06-24;C;Après 20h;729
Neuilly Porte Maillot (Palais des Congrès);87381020;JOB;2012-06-26;C;Après 20h;1124
Neuilly Porte Maillot (Palais des Congrès);87381020;Samedi;2012-06-23;C;De 10h à 16h;1601
Avenue Foch;87381038;Samedi;2012-06-23;C;De 16h à 20h;351
Avenue Henri Martin;87381046;Dimanche;2012-06-24;C;Après 20h;51
Avenue Henri Martin;87381046;Dimanche;2012-06-24;C;De 6h à 10h;61
Avenue Henri Martin;87381046;JOB;2012-06-26;C;Après 20h;105
Avenue Henri Martin;87381046;Samedi;2012-06-23;C;De 10h à 16h;343
Massy Verrières;87383281;Samedi;2012-06-23;C;De 6h à 10h;39
Versailles Chantiers;87393009;Dimanche;2012-06-24;C;De 16h à 20h;718
Versailles Chantiers;87393009;JOB;2012-06-26;C;De 16h à 20h;3350
Versailles Chantiers;87393009;Samedi;2012-06-23;C;Avant 6h;20
Invalides;87393033;Dimanche;2012-06-24;C;De 10h à 16h;6199
Invalides;87393033;Dimanche;2012-06-24;C;De 16h à 20h;2787
Invalides;87393033;JOB;2012-06-26;C;Après 20h;1949
Invalides;87393033;Samedi;2012-06-23;C;De 6h à 10h;1801
Pont de l'Alma;87393041;Dimanche;2012-06-24;C;Après 20h;249
Pont de l'Alma;87393041;Dimanche;2012-06-24;C;De 16h à 20h;1041
Pont de l'Alma;87393041;JOB;2012-06-26;C;Après 20h;851
Pont de l'Alma;87393041;JOB;2012-06-26;C;De 10h à 16h;1848
Pont de l'Alma;87393041;Samedi;2012-06-23;C;De 10h à 16h;1523
Pont de l'Alma;87393041;Samedi;2012-06-23;C;De 6h à 10h;259
Champ de Mars Tour Eiffel;87393058;Dimanche;2012-06-24;C;De 6h à 10h;886
Champ de Mars Tour Eiffel;87393058;JOB;2012-06-26;C;Après 20h;3093
Javel;87393066;Dimanche;2012-06-24;C;Avant 6h;35
Javel;87393066;Dimanche;2012-06-24;C;De 6h à 10h;285
Javel;87393066;JOB;2012-06-26;C;Après 20h;495
Javel;87393066;Samedi;2012-06-23;C;De 10h à 16h;1127
Javel;87393066;Samedi;2012-06-23;C;De 16h à 20h;821
Issy;87393074;Samedi;2012-06-23;C;Avant 6h;13
Issy;87393074;Samedi;2012-06-23;C;De 10h à 16h;813
Meudon Val Fleury;87393082;Dimanche;2012-06-24;C;Avant 6h;14
Meudon Val Fleury;87393082;JOB;2012-06-26;C;De 10h à 16h;1101
Versailles Rive Gauche Château de Versailles;87393157;JOB;2012-06-26;C;Après 20h;727
Versailles Rive Gauche Château de Versailles;87393157;Samedi;2012-06-23;C;De 6h à 10h;382
Porchefontaine;87393165;Dimanche;2012-06-24;C;Avant 6h;6
Porchefontaine;87393165;Dimanche;2012-06-24;C;De 10h à 16h;369
