Nom gare;Code Gare;Type jour;Date de comptage;Ligne;Tranche horaire;Montants
Château-Thierry;87116582;Dimanche;2015-03-29;P;De 6h à 10h;73
Château-Thierry;87116582;Samedi;2015-03-28;P;Après 20h;46
Isles Armentières Congis;87116616;Dimanche;2015-03-29;P;Après 20h;6
Isles Armentières Congis;87116616;Dimanche;2015-03-29;P;De 6h à 10h;8
Ris Orangis;87681338;Samedi;2015-11-07;D;De 10h à 16h;655
Orangis Bois de l'Epine;87681346;Dimanche;2015-11-08;D;Après 20h;100
Orangis Bois de l'Epine;87681346;JOB;2015-11-03;D;De 6h à 10h;2054
Orangis Bois de l'Epine;87681346;Samedi;2015-11-07;D;Après 20h;173
Orangis Bois de l'Epine;87681346;Samedi;2015-11-07;D;De 6h à 10h;534
Grand Bourg;87681353;Dimanche;2015-11-08;D;Après 20h;20
Grand Bourg;87681353;Dimanche;2015-11-08;D;De 16h à 20h;85
Grand Bourg;87681353;Dimanche;2015-11-08;D;De 6h à 10h;60
Grand Bourg;87681353;JOB;2015-11-03;D;De 16h à 20h;168
Grand Bourg;87681353;JOB;2015-11-03;D;De 6h à 10h;420
Evry Val de Seine;87681361;Dimanche;2015-11-08;D;De 6h à 10h;154
Evry Val de Seine;87681361;Samedi;2015-11-07;D;De 10h à 16h;371
ERMONT EAUBONNE;87276055;Dimanche;2016-11-20;J;De 6h à 10h;515
Nointel Mours;87276758;Samedi;2013-02-16;H;De 16h à 20h;25
Nointel Mours;87276758;JOB;2013-02-19;H;De 6h à 10h;538
Méry sur Oise;87276667;Samedi;2013-02-16;H;Avant 6h;12
Mériel;87276675;Dimanche;2013-02-17;H;De 16h à 20h;68
Mériel;87276675;JOB;2013-02-19;H;De 6h à 10h;320
Mériel;87276675;Dimanche;2013-02-17;H;Avant 6h;4
Mériel;87276675;JOB;2013-02-19;H;Après 20h;14
ERMONT EAUBONNE;87276055;Samedi;2016-11-19;J;De 16h à 20h;1391
ERMONT EAUBONNE;87276055;JOB;2016-11-22;J;De 16h à 20h;2613
ERMONT EAUBONNE;87276055;JOB;2016-11-22;J;De 6h à 10h;4863
ERMONT EAUBONNE;87276055;Samedi;2016-11-19;J;Après 20h;546
PONTOISE;87276139;Dimanche;2016-11-20;J;De 10h à 16h;423
ERMONT EAUBONNE;87276055;JOB;2016-11-22;J;Après 20h;384
PONTOISE;87276139;JOB;2016-11-22;J;De 6h à 10h;1793
PONTOISE;87276139;Samedi;2016-11-19;J;Après 20h;197
SANNOIS;87276188;Dimanche;2016-11-20;J;Avant 6h;21
PONTOISE;87276139;JOB;2016-11-22;J;Avant 6h;111
ISSOU PORCHEVILLE;87381574;Dimanche;2016-11-20;J;De 16h à 20h;41
ISSOU PORCHEVILLE;87381574;JOB;2016-11-22;J;De 6h à 10h;132
MANTES STATION;87381590;Dimanche;2016-11-20;J;Après 20h;49
MANTES STATION;87381590;JOB;2016-11-22;J;De 6h à 10h;530
GARGENVILLE;87381566;Samedi;2016-11-19;J;De 10h à 16h;141
GARGENVILLE;87381566;Samedi;2016-11-19;J;Après 20h;17
LIMAY;87381582;Samedi;2016-11-19;J;De 10h à 16h;340
LIMAY;87381582;JOB;2016-11-22;J;De 16h à 20h;236
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;Samedi;2016-11-19;J;De 6h à 10h;117
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;JOB;2016-11-22;J;De 16h à 20h;165
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;Samedi;2016-11-19;J;Avant 6h;14
CONFLANS FIN D'OISE;87381459;Dimanche;2016-11-20;J;De 10h à 16h;343
CONFLANS FIN D'OISE;87381459;Samedi;2016-11-19;J;De 16h à 20h;371
CONFLANS FIN D'OISE;87381459;Dimanche;2016-11-20;J;Avant 6h;0
ERAGNY NEUVILLE;87381418;JOB;2016-11-22;J;De 16h à 20h;201
ERAGNY NEUVILLE;87381418;JOB;2016-11-22;J;Après 20h;44
ERAGNY NEUVILLE;87381418;JOB;2016-11-22;J;Avant 6h;38
GISORS;87381244;Dimanche;2016-11-20;J;De 6h à 10h;27
LIANCOURT SAINT PIERRE;87381210;Samedi;2016-11-19;J;De 16h à 20h;3
LIANCOURT SAINT PIERRE;87381210;Samedi;2016-11-19;J;Après 20h;0
CHAUMONT EN VEXIN;87381228;Samedi;2016-11-19;J;De 10h à 16h;19
LA VILLETERTRE;87381202;Dimanche;2016-11-20;J;De 10h à 16h;5
CHAUMONT EN VEXIN;87381228;JOB;2016-11-22;J;De 16h à 20h;38
LIANCOURT SAINT PIERRE;87381210;JOB;2016-11-22;J;Avant 6h;1
TRIE CHATEAU;87381236;Dimanche;2016-11-20;J;De 10h à 16h;2
TRIE CHATEAU;87381236;Samedi;2016-11-19;J;De 6h à 10h;5
TRIE CHATEAU;87381236;JOB;2016-11-22;J;De 10h à 16h;5
CHARS;87381194;Samedi;2016-11-19;J;De 10h à 16h;33
CHANTELOUP LES VIGNES;87381475;Samedi;2016-11-19;J;Avant 6h;34
MANTES LA JOLIE;87381509;Dimanche;2016-11-20;J;De 6h à 10h;525
GARGENVILLE;87381566;Dimanche;2016-11-20;J;De 10h à 16h;101
MANTES LA JOLIE;87381509;JOB;2016-11-24;J;Avant 6h;29
JUZIERS;87381558;Samedi;2016-11-19;J;De 16h à 20h;33
ANDRESY;87381491;Samedi;2016-11-19;J;De 6h à 10h;122
JUZIERS;87381558;JOB;2016-11-22;J;De 10h à 16h;68
JUZIERS;87381558;JOB;2016-11-22;J;Après 20h;8
ANDRESY;87381491;JOB;2016-11-22;J;Après 20h;29
JUZIERS;87381558;JOB;2016-11-24;J;Avant 6h;13
ASNIERES SUR SEINE;87381137;Dimanche;2016-11-20;J;Après 20h;311
BOIS COLOMBES;87381079;Dimanche;2016-11-20;J;Avant 6h;31
BOIS COLOMBES;87381079;JOB;2016-11-22;J;Après 20h;480
LE STADE;87381095;JOB;2016-11-22;J;De 10h à 16h;846
COLOMBES;87381087;JOB;2016-11-22;J;De 6h à 10h;4266
COLOMBES;87381087;Samedi;2016-11-19;J;Après 20h;695
SANNOIS;87276188;JOB;2016-11-22;J;De 6h à 10h;3185
SANNOIS;87276188;Samedi;2016-11-19;J;Après 20h;218
SANNOIS;87276188;Samedi;2016-11-19;J;Avant 6h;41
SANNOIS;87276188;JOB;2016-11-22;J;Avant 6h;68
MONTGEROULT COURCELLES;87381160;Dimanche;2016-11-20;J;De 10h à 16h;7
SANTEUIL LE PERCHAY;87381186;Dimanche;2016-11-20;J;De 10h à 16h;4
SANTEUIL LE PERCHAY;87381186;Samedi;2016-11-19;J;De 16h à 20h;5
SANTEUIL LE PERCHAY;87381186;Dimanche;2016-11-20;J;Après 20h;1
SANTEUIL LE PERCHAY;87381186;JOB;2016-11-22;J;Avant 6h;2
US;87381178;Dimanche;2016-11-20;J;De 10h à 16h;6
US;87381178;JOB;2016-11-22;J;De 6h à 10h;227
CHARS;87381194;JOB;2016-11-22;J;Après 20h;0
US;87381178;Samedi;2016-11-19;J;Après 20h;0
US;87381178;JOB;2016-11-22;J;Avant 6h;5
ASNIERES SUR SEINE;87381137;Dimanche;2016-11-20;J;De 16h à 20h;1047
BOISSY L'AILLERIE;87381152;Samedi;2016-11-19;J;De 10h à 16h;69
ASNIERES SUR SEINE;87381137;JOB;2016-11-22;J;De 10h à 16h;2042
BOISSY L'AILLERIE;87381152;Samedi;2016-11-19;J;De 6h à 10h;44
BOISSY L'AILLERIE;87381152;JOB;2016-11-22;J;De 16h à 20h;79
BOISSY L'AILLERIE;87381152;Samedi;2016-11-19;J;Après 20h;5
ASNIERES SUR SEINE;87381137;JOB;2016-11-22;J;Avant 6h;47
OSNY;87381145;Samedi;2016-11-19;J;De 10h à 16h;130
OSNY;87381145;JOB;2016-11-22;J;De 10h à 16h;131
OSNY;87381145;Samedi;2016-11-19;J;Après 20h;19
MANTES STATION;87381590;Samedi;2016-11-19;J;De 16h à 20h;236
MANTES STATION;87381590;Samedi;2016-11-19;J;Après 20h;68
Saint-Germain en Laye Bel Air Fourqueux;87366922;JOB;2012-11-22;L;De 10h à 16h;90
Saint-Germain en Laye Bel Air Fourqueux;87366922;Samedi;2012-11-24;L;Avant 6h;3
Thieux Nantouillet;87272054;Samedi;2014-03-29;K;De 16h à 20h;0
Neuville Université;87334482;JOB;2014-05-20;L;De 6h à 10h;668
Thieux Nantouillet;87272054;JOB;2014-03-27;K;De 6h à 10h;21
Neuville Université;87334482;JOB;2014-05-20;L;Après 20h;3
Compans;87272047;Dimanche;2014-03-30;K;De 10h à 16h;2
Compans;87272047;Samedi;2014-03-29;K;De 10h à 16h;11
Compans;87272047;Dimanche;2014-03-30;K;Après 20h;0
Compans;87272047;JOB;2014-03-27;K;De 16h à 20h;5
AUBERGENVILLE ELISABETHVILLE;87386730;Samedi;2016-11-19;J;De 6h à 10h;219
Aulnay sous Bois;87271411;Samedi;2014-03-29;K;De 10h à 16h;6
Trilport;87116491;JOB;2015-03-31;P;De 6h à 10h;1549
Changis Saint-Jean;87116509;Samedi;2015-03-28;P;De 10h à 16h;84
Changis Saint-Jean;87116509;Samedi;2015-03-28;P;De 16h à 20h;35
La Ferté sous Jouarre;87116517;Dimanche;2015-03-29;P;Après 20h;128
Nanteuil Saâcy;87116558;Dimanche;2015-03-29;P;De 10h à 16h;140
Nanteuil Saâcy;87116558;Samedi;2015-03-28;P;Avant 6h;20
Nogent-l'Artaud-Charly;87116566;Dimanche;2015-03-29;P;Après 20h;12
Nogent-l'Artaud-Charly;87116566;JOB;2015-03-31;P;Après 20h;16
Nogent-l'Artaud-Charly;87116566;Samedi;2015-03-28;P;Avant 6h;7
Chézy-sur-Marne;87116574;Dimanche;2015-03-29;P;Après 20h;4
Chézy-sur-Marne;87116574;JOB;2015-03-31;P;De 10h à 16h;20
Château-Thierry;87116582;JOB;2015-03-31;P;De 6h à 10h;336
Château-Thierry;87116582;Samedi;2015-03-28;P;De 16h à 20h;130
Isles Armentières Congis;87116616;Dimanche;2015-03-29;P;De 10h à 16h;27
Isles Armentières Congis;87116616;JOB;2015-03-31;P;Après 20h;6
Isles Armentières Congis;87116616;JOB;2015-03-31;P;De 6h à 10h;117
Massy Palaiseau;87393579;Samedi;2012-06-23;C;De 6h à 10h;548
Longjumeau;87393611;Dimanche;2012-06-24;C;De 16h à 20h;92
Longjumeau;87393611;Dimanche;2012-06-24;C;De 6h à 10h;24
Longjumeau;87393611;JOB;2012-06-26;C;Après 20h;57
Longjumeau;87393611;JOB;2012-06-26;C;De 10h à 16h;261
Longjumeau;87393611;JOB;2012-06-26;C;De 16h à 20h;460
Longjumeau;87393611;Samedi;2012-06-23;C;De 10h à 16h;178
Longjumeau;87393611;Samedi;2012-06-23;C;De 6h à 10h;56
Chilly Mazarin;87393637;JOB;2012-06-26;C;Après 20h;73
Chilly Mazarin;87393637;Samedi;2012-06-23;C;Après 20h;56
Gravigny Balizy;87393645;Dimanche;2012-06-24;C;Après 20h;22
Gravigny Balizy;87393645;JOB;2012-06-26;C;De 16h à 20h;170
Petit Vaux;87393652;Dimanche;2012-06-24;C;De 10h à 16h;92
Petit Vaux;87393652;Dimanche;2012-06-24;C;De 16h à 20h;55
Petit Vaux;87393652;JOB;2012-06-26;C;De 6h à 10h;286
Saint-Quentin en Yvelines (Montigny le Bretonneux);87393843;Dimanche;2012-06-24;C;Après 20h;60
Saint-Quentin en Yvelines (Montigny le Bretonneux);87393843;JOB;2012-06-26;C;De 16h à 20h;4045
Saint-Quentin en Yvelines (Montigny le Bretonneux);87393843;Samedi;2012-06-23;C;Avant 6h;33
Saint-Quentin en Yvelines (Montigny le Bretonneux);87393843;Samedi;2012-06-23;C;De 16h à 20h;790
Les Ardoines;87492108;Dimanche;2012-06-24;C;Avant 6h;43
Les Ardoines;87492108;Dimanche;2012-06-24;C;De 10h à 16h;714
Les Ardoines;87492108;Dimanche;2012-06-24;C;De 16h à 20h;554
Les Ardoines;87492108;Samedi;2012-06-23;C;De 6h à 10h;455
Dourdan la Forêt;87540179;Dimanche;2012-06-24;C;De 10h à 16h;0
Dourdan la Forêt;87540179;JOB;2012-06-26;C;De 16h à 20h;236
Boulainvilliers;87543181;Dimanche;2012-06-24;C;Avant 6h;2
Boulainvilliers;87543181;Dimanche;2012-06-24;C;De 6h à 10h;229
Boulainvilliers;87543181;JOB;2012-06-26;C;De 6h à 10h;1811
Avenue du Président Kennedy (Maison de Radio Franc;87543207;Dimanche;2012-06-24;C;Avant 6h;10
Avenue du Président Kennedy (Maison de Radio Franc;87543207;JOB;2012-06-26;C;De 10h à 16h;793
Etampes;87545137;Samedi;2012-06-23;C;De 10h à 16h;825
Etampes;87545137;Samedi;2012-06-23;C;De 6h à 10h;445
Etréchy;87545145;Dimanche;2012-06-24;C;De 6h à 10h;42
Etréchy;87545145;Samedi;2012-06-23;C;De 6h à 10h;102
Chamarande;87545152;Dimanche;2012-06-24;C;De 10h à 16h;39
Chamarande;87545152;Samedi;2012-06-23;C;Après 20h;17
Lardy;87545160;Dimanche;2012-06-24;C;De 10h à 16h;156
Lardy;87545160;Dimanche;2012-06-24;C;De 6h à 10h;57
Lardy;87545160;JOB;2012-06-26;C;Avant 6h;13
Lardy;87545160;JOB;2012-06-26;C;De 10h à 16h;123
Lardy;87545160;Samedi;2012-06-23;C;De 16h à 20h;83
Bouray;87545178;Dimanche;2012-06-24;C;De 6h à 10h;54
Bouray;87545178;Samedi;2012-06-23;C;De 16h à 20h;109
Marolles en Hurepoix;87545186;Dimanche;2012-06-24;C;Après 20h;36
Marolles en Hurepoix;87545186;JOB;2012-06-26;C;De 16h à 20h;264
Marolles en Hurepoix;87545186;Samedi;2012-06-23;C;Avant 6h;15
Brétigny;87545194;Dimanche;2012-06-24;C;Avant 6h;70
Brétigny;87545194;Samedi;2012-06-23;C;De 10h à 16h;1749
Saint-Michel sur Orge;87545202;Samedi;2012-06-23;C;Après 20h;310
Saint-Michel sur Orge;87545202;Samedi;2012-06-23;C;De 6h à 10h;485
Sainte-Geneviève des Bois;87545210;Samedi;2012-06-23;C;De 16h à 20h;778
Epinay sur Orge;87545228;Dimanche;2012-06-24;C;De 10h à 16h;696
Epinay sur Orge;87545228;JOB;2012-06-26;C;De 10h à 16h;1010
Juvisy;87545244;Samedi;2012-06-23;C;De 6h à 10h;2912
Athis Mons;87545251;Dimanche;2012-06-24;C;Avant 6h;14
Athis Mons;87545251;Dimanche;2012-06-24;C;De 10h à 16h;435
Athis Mons;87545251;Dimanche;2012-06-24;C;De 16h à 20h;243
Athis Mons;87545251;Dimanche;2012-06-24;C;De 6h à 10h;184
Ablon;87545269;Dimanche;2012-06-24;C;Après 20h;57
Ablon;87545269;Dimanche;2012-06-24;C;De 10h à 16h;472
Ablon;87545269;Dimanche;2012-06-24;C;De 16h à 20h;218
Ablon;87545269;JOB;2012-06-26;C;Après 20h;82
Ablon;87545269;JOB;2012-06-26;C;De 10h à 16h;607
Ablon;87545269;Samedi;2012-06-23;C;Après 20h;145
Villeneuve le Roi;87545277;Dimanche;2012-06-24;C;De 10h à 16h;482
Villeneuve le Roi;87545277;Samedi;2012-06-23;C;De 10h à 16h;655
Choisy le Roi;87545285;JOB;2012-06-26;C;Après 20h;1397
Choisy le Roi;87545285;JOB;2012-06-26;C;De 6h à 10h;10709
Vitry sur Seine;87545293;Dimanche;2012-06-24;C;Après 20h;365
Vitry sur Seine;87545293;JOB;2012-06-26;C;Après 20h;346
Vitry sur Seine;87545293;JOB;2012-06-26;C;De 10h à 16h;1896
Vitry sur Seine;87545293;JOB;2012-06-26;C;De 16h à 20h;1632
Ivry sur Seine;87545301;JOB;2012-06-26;C;Avant 6h;267
Saint-Martin d'Etampes;87545350;Dimanche;2012-06-24;C;Avant 6h;7
Saint-Martin d'Etampes;87545350;Dimanche;2012-06-24;C;De 10h à 16h;130
Saint-Martin d'Etampes;87545350;JOB;2012-06-26;C;De 16h à 20h;143
Saint-Martin d'Etampes;87545350;JOB;2012-06-26;C;De 6h à 10h;666
Saint-Martin d'Etampes;87545350;Samedi;2012-06-23;C;De 10h à 16h;141
La Norville Saint-Germain lès Arpajon;87545459;JOB;2012-06-26;C;De 6h à 10h;641
La Norville Saint-Germain lès Arpajon;87545459;Samedi;2012-06-23;C;Après 20h;89
La Norville Saint-Germain lès Arpajon;87545459;Samedi;2012-06-23;C;De 16h à 20h;132
Arpajon;87545467;Samedi;2012-06-23;C;De 16h à 20h;309
Arpajon;87545467;Samedi;2012-06-23;C;De 6h à 10h;274
Egly;87545475;Dimanche;2012-06-24;C;Après 20h;18
PANTIN;87113209;JOB;2016-10-04;E;Après 20h;1314
BONDY;87113407;Samedi;2016-10-01;E;De 16h à 20h;2225
LE RAINCY VILLEMOMBLE MONTFERMEIL;87113472;Dimanche;2016-10-02;E;De 6h à 10h;1008
LE RAINCY VILLEMOMBLE MONTFERMEIL;87113472;JOB;2016-10-04;E;De 16h à 20h;2617
LE RAINCY VILLEMOMBLE MONTFERMEIL;87113472;Samedi;2016-10-01;E;De 10h à 16h;4041
GAGNY;87113514;Dimanche;2016-10-02;E;Après 20h;368
GAGNY;87113514;JOB;2016-10-04;E;De 10h à 16h;1755
GAGNY;87113514;Samedi;2016-10-01;E;De 10h à 16h;2019
GAGNY;87113514;Samedi;2016-10-01;E;De 6h à 10h;955
LE CHENAY GAGNY;87113522;JOB;2016-10-04;E;De 10h à 16h;1104
ROSNY BOIS PERRIER;87113696;Dimanche;2016-10-02;E;Avant 6h;34
ROSNY BOIS PERRIER;87113696;JOB;2016-10-04;E;Après 20h;1010
ROSNY BOIS PERRIER;87113696;JOB;2016-10-04;E;De 10h à 16h;2618
ROSNY SOUS BOIS;87113704;JOB;2016-10-04;E;De 6h à 10h;4348
ROSNY SOUS BOIS;87113704;Samedi;2016-10-01;E;Avant 6h;140
VAL DE FONTENAY;87113712;Dimanche;2016-10-02;E;De 10h à 16h;4026
VAL DE FONTENAY;87113712;Dimanche;2016-10-02;E;De 6h à 10h;915
VAL DE FONTENAY;87113712;JOB;2016-10-04;E;Après 20h;2805
VAL DE FONTENAY;87113712;JOB;2016-10-04;E;Avant 6h;155
VAL DE FONTENAY;87113712;Samedi;2016-10-01;E;Avant 6h;85
VAL DE FONTENAY;87113712;Samedi;2016-10-01;E;De 10h à 16h;5114
NOGENT LE PERREUX;87113746;Dimanche;2016-10-02;E;Après 20h;320
NOGENT LE PERREUX;87113746;Dimanche;2016-10-02;E;De 10h à 16h;1184
NOGENT LE PERREUX;87113746;Dimanche;2016-10-02;E;De 16h à 20h;803
NOGENT LE PERREUX;87113746;Samedi;2016-10-01;E;Après 20h;485
LES BOULLEREAUX CHAMPIGNY;87113779;Dimanche;2016-10-02;E;Après 20h;231
LES BOULLEREAUX CHAMPIGNY;87113779;Dimanche;2016-10-02;E;Avant 6h;29
LES BOULLEREAUX CHAMPIGNY;87113779;Dimanche;2016-10-02;E;De 16h à 20h;634
VILLIERS SUR MARNE LE PLESSIS TREVISE;87113795;Dimanche;2016-10-02;E;De 10h à 16h;2463
VILLIERS SUR MARNE LE PLESSIS TREVISE;87113795;Samedi;2016-10-01;E;De 16h à 20h;2164
LES YVRIS NOISY LE GRAND;87113803;Dimanche;2016-10-02;E;Avant 6h;5
LES YVRIS NOISY LE GRAND;87113803;JOB;2016-10-04;E;De 6h à 10h;1058
LES YVRIS NOISY LE GRAND;87113803;Samedi;2016-10-01;E;De 16h à 20h;157
GRETZ ARMAINVILLIERS;87116012;Dimanche;2016-10-02;E;Après 20h;64
GRETZ ARMAINVILLIERS;87116012;JOB;2016-10-04;E;De 10h à 16h;323
GRETZ ARMAINVILLIERS;87116012;Samedi;2016-10-01;E;De 10h à 16h;354
GRETZ ARMAINVILLIERS;87116012;Samedi;2016-10-01;E;De 6h à 10h;214
OZOIR LA FERRIERE;87116020;Dimanche;2016-10-02;E;Avant 6h;16
OZOIR LA FERRIERE;87116020;Dimanche;2016-10-02;E;De 10h à 16h;512
OZOIR LA FERRIERE;87116020;Samedi;2016-10-01;E;De 16h à 20h;415
OZOIR LA FERRIERE;87116020;Samedi;2016-10-01;E;De 6h à 10h;358
ROISSY EN BRIE;87116038;Dimanche;2016-10-02;E;De 16h à 20h;552
ROISSY EN BRIE;87116038;JOB;2016-10-04;E;Avant 6h;159
ROISSY EN BRIE;87116038;JOB;2016-10-04;E;De 10h à 16h;1063
EMERAINVILLE PONTAULT COMBAULT;87116046;Dimanche;2016-10-02;E;De 6h à 10h;386
EMERAINVILLE PONTAULT COMBAULT;87116046;Samedi;2016-10-01;E;Avant 6h;67
CHELLES GOURNAY;87116111;Dimanche;2016-10-02;E;Après 20h;382
CHELLES GOURNAY;87116111;JOB;2016-10-04;E;Avant 6h;216
CHELLES GOURNAY;87116111;JOB;2016-10-04;E;De 16h à 20h;1595
CHELLES GOURNAY;87116111;JOB;2016-10-04;E;De 6h à 10h;4899
CHELLES GOURNAY;87116111;Samedi;2016-10-01;E;Après 20h;594
TOURNAN;87116210;Dimanche;2016-10-02;E;Après 20h;62
TOURNAN;87116210;Dimanche;2016-10-02;E;Avant 6h;28
MAGENTA;87281873;Samedi;2016-10-01;E;De 6h à 10h;6040
HAUSSMANN SAINT-LAZARE;87281899;Dimanche;2016-10-02;E;De 10h à 16h;9212
HAUSSMANN SAINT-LAZARE;87281899;Samedi;2016-10-01;E;Après 20h;7880
HAUSSMANN SAINT-LAZARE;87281899;Samedi;2016-10-01;E;De 6h à 10h;3888
ROSA PARKS;87654798;Dimanche;2016-10-02;E;Après 20h;710
ROSA PARKS;87654798;JOB;2016-10-04;E;Avant 6h;136
ROSA PARKS;87654798;Samedi;2016-10-01;E;Avant 6h;78
ROSA PARKS;87654798;Samedi;2016-10-01;E;De 16h à 20h;2342
Paris Nord;87271007;Dimanche;2013-02-17;H;Après 20h;5761
Paris Nord;87271007;Dimanche;2013-02-17;H;De 16h à 20h;11237
Paris Nord;87271007;JOB;2013-02-19;H;Avant 6h;353
Paris Nord;87271007;Samedi;2013-02-16;H;De 10h à 16h;12509
Paris Nord;87271007;Samedi;2013-02-16;H;De 16h à 20h;17041
Paris Nord;87271007;Samedi;2013-02-16;H;De 6h à 10h;3174
Saint-Denis;87271015;Dimanche;2013-02-17;H;De 16h à 20h;3900
Saint-Denis;87271015;Samedi;2013-02-16;H;De 10h à 16h;5686
La Barre Ormesson;87271171;Dimanche;2013-02-17;H;Avant 6h;13
La Barre Ormesson;87271171;Samedi;2013-02-16;H;Après 20h;359
Villaines;87272021;JOB;2013-02-19;H;De 6h à 10h;76
Seugy;87272039;Dimanche;2013-02-17;H;De 10h à 16h;11
Seugy;87272039;JOB;2013-02-19;H;Après 20h;0
Seugy;87272039;Samedi;2013-02-16;H;De 10h à 16h;20
Creil;87276006;Dimanche;2013-02-17;H;Après 20h;8
Creil;87276006;Dimanche;2013-02-17;H;De 16h à 20h;61
Creil;87276006;Dimanche;2013-02-17;H;De 6h à 10h;32
Creil;87276006;JOB;2013-02-19;H;De 16h à 20h;147
Creil;87276006;Samedi;2013-02-16;H;De 16h à 20h;85
Enghien les Bains;87276022;Dimanche;2013-02-17;H;Après 20h;638
Enghien les Bains;87276022;JOB;2013-02-19;H;De 10h à 16h;2836
Enghien les Bains;87276022;JOB;2013-02-19;H;De 16h à 20h;3314
Enghien les Bains;87276022;JOB;2013-02-19;H;De 6h à 10h;5606
Enghien les Bains;87276022;Samedi;2013-02-16;H;Avant 6h;78
Enghien les Bains;87276022;Samedi;2013-02-16;H;De 16h à 20h;2264
Champ de Courses d'Enghien (Commune de Soisy sous;87276030;Dimanche;2013-02-17;H;De 10h à 16h;721
Champ de Courses d'Enghien (Commune de Soisy sous;87276030;Dimanche;2013-02-17;H;De 16h à 20h;499
Ermont Eaubonne;87276055;Dimanche;2013-02-17;H;Après 20h;801
Ermont Eaubonne;87276055;JOB;2013-02-19;H;Après 20h;1070
Ermont Eaubonne;87276055;JOB;2013-02-19;H;De 6h à 10h;5332
Ermont Eaubonne;87276055;Samedi;2013-02-16;H;De 10h à 16h;3755
Ermont Eaubonne;87276055;Samedi;2013-02-16;H;De 6h à 10h;1618
Cernay;87276063;Dimanche;2013-02-17;H;Après 20h;85
Cernay;87276063;Dimanche;2013-02-17;H;De 10h à 16h;487
Cernay;87276063;JOB;2013-02-19;H;De 6h à 10h;880
VAL D'ARGENTEUIL;87381798;Dimanche;2016-11-20;J;De 10h à 16h;1879
VAL D'ARGENTEUIL;87381798;JOB;2016-11-22;J;Après 20h;289
TRIEL SUR SEINE;87381806;JOB;2016-11-22;J;De 10h à 16h;172
VAUX SUR SEINE;87381814;Dimanche;2016-11-20;J;De 6h à 10h;19
La Défense Grande Arche;87758011;JOB;2016-03-15;L;De 6h à 10h;7265
La Défense Grande Arche;87758011;JOB;2016-03-17;L;De 16h à 20h;675
Mantes la Jolie;87381509;Samedi;2013-12-07;N;Après 20h;20
Mareil sur Mauldre;87381715;Dimanche;2013-12-08;N;De 10h à 16h;12
Mareil sur Mauldre;87381715;JOB;2013-12-10;N;Après 20h;2
Nézel Aulnay;87381731;JOB;2013-12-10;N;De 10h à 16h;22
Nézel Aulnay;87381731;Samedi;2013-12-07;N;De 16h à 20h;11
Epône Mézières;87386763;Dimanche;2013-12-08;N;Après 20h;14
Epône Mézières;87386763;Dimanche;2013-12-08;N;De 16h à 20h;62
Epône Mézières;87386763;JOB;2013-12-10;N;De 16h à 20h;66
Epône Mézières;87386763;Samedi;2013-12-07;N;De 6h à 10h;44
Paris Montparnasse;87391003;Dimanche;2013-12-08;N;Après 20h;3286
Vanves Malakoff;87391532;Dimanche;2013-12-08;N;De 6h à 10h;66
Vanves Malakoff;87391532;JOB;2013-12-10;N;De 6h à 10h;821
Vanves Malakoff;87391532;Samedi;2013-12-07;N;Avant 6h;15
Vanves Malakoff;87391532;Samedi;2013-12-07;N;De 10h à 16h;550
Vanves Malakoff;87391532;Samedi;2013-12-07;N;De 6h à 10h;179
Clamart;87391565;Dimanche;2013-12-08;N;De 6h à 10h;161
Clamart;87391565;JOB;2013-12-10;N;Après 20h;188
Clamart;87391565;JOB;2013-12-10;N;Avant 6h;22
Clamart;87391565;JOB;2013-12-10;N;De 10h à 16h;1195
Versailles Chantiers;87393009;Dimanche;2013-12-08;N;Après 20h;729
Versailles Chantiers;87393009;Dimanche;2013-12-08;N;De 10h à 16h;1986
Versailles Chantiers;87393009;JOB;2013-12-10;N;De 16h à 20h;9472
Meudon;87393108;Dimanche;2013-12-08;N;Après 20h;96
Meudon;87393108;Samedi;2013-12-07;N;De 6h à 10h;252
Bellevue;87393116;Dimanche;2013-12-08;N;Après 20h;58
Bellevue;87393116;Dimanche;2013-12-08;N;De 16h à 20h;252
Bellevue;87393116;Dimanche;2013-12-08;N;De 6h à 10h;103
Bellevue;87393116;JOB;2013-12-10;N;De 6h à 10h;736
Bellevue;87393116;Samedi;2013-12-07;N;Après 20h;158
Sèvres Rive Gauche;87393124;Dimanche;2013-12-08;N;Avant 6h;1
Sèvres Rive Gauche;87393124;Samedi;2013-12-07;N;De 16h à 20h;351
Chaville Rive Gauche;87393207;Dimanche;2013-12-08;N;Avant 6h;1
Chaville Rive Gauche;87393207;Dimanche;2013-12-08;N;De 6h à 10h;96
Chaville Rive Gauche;87393207;JOB;2013-12-10;N;De 6h à 10h;1195
Chaville Rive Gauche;87393207;Samedi;2013-12-07;N;Après 20h;201
Chaville Rive Gauche;87393207;Samedi;2013-12-07;N;Avant 6h;9
Chaville Rive Gauche;87393207;Samedi;2013-12-07;N;De 10h à 16h;563
Chaville Rive Gauche;87393207;Samedi;2013-12-07;N;De 16h à 20h;280
Viroflay Rive Gauche;87393215;Dimanche;2013-12-08;N;Avant 6h;0
